label,text,clean_text,length
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,154
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,102
ham,Ok lor then we go tog lor...,ok lor then we go tog lor,28
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,156
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we wont go there not doing too badly cheers you ,189
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love that holiday monday feeling even if i have to go to the dentists in an hour,80
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp at eve had to go temple amp church what about u,92
ham,Ok...,ok,5
ham,No probably  &lt;#&gt; %.,no probably  ltgt ,25
ham,Whatsup there. Dont u want to sleep,whatsup there dont u want to sleep,35
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance is now 500 ur next question is who sang uptown girl in the 80s  2 answer txt ur answer to 83600 good luck,125
ham,"""What are youdoing later? Sar xxx""",what are youdoing later sar xxx,34
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow ,134
ham,Mm that time you dont like fun,mm that time you dont like fun,30
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,95
ham,Im just wondering what your doing right now?,im just wondering what your doing right now,44
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss,458
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,i cant wait for cornwall hope tonight isnt too bad as well but its rock night shite anyway im going for a kip now have a good night speak to you soon,157
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane,94
ham,That's y we haf to combine n c how lor...,thats y we haf to combine n c how lor,41
ham,U call me alter at 11 ok.,u call me alter at 11 ok,25
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao,107
ham,Still i have not checked it da. . .,still i have not checked it da  ,35
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,my sis is catching e show in e afternoon so im not watching w her so c u wan 2 watch today or tmr lor,104
ham,I think i am disturbing her da,i think i am disturbing her da,30
ham,The battery is for mr adewale my uncle. Aka Egbon,the battery is for mr adewale my uncle aka egbon,49
ham,Ok cool. See ya then.,ok cool see ya then,21
ham,No da..today also i forgot..,no datoday also i forgot,28
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,142
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday,165
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",oh really perform write a paper go to a movie and be home by midnight huh,78
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,oic cos me n my sis got no lunch today my dad went out so dunno whether 2 eat in sch or wat,97
ham,In da car park ,in da car park ,15
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he saidif it is made by my studentsthis wont even start datz confidence,316
ham,Dear got train and seat mine lower seat,dear got train and seat mine lower seat,39
ham,Hai priya are you right. What doctor said pa. Where are you.,hai priya are you right what doctor said pa where are you,60
ham,I will reach ur home in  &lt;#&gt;  minutes,i will reach ur home in  ltgt  minutes,43
ham,You still at the game?,you still at the game,22
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195
ham,Yup i've finished c ü there...,yup ive finished c  there,30
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 nownyt ec2a 3lp 150msg,155
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,212
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha  had popped down to the loo when you helloed me hello,63
ham,Oi when you gonna ring,oi when you gonna ring,22
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train, was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,92
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,nothing will ever be easy but dont be looking for a reason not to take a risk on life and love,96
ham,Ü all write or wat.., all write or wat,20
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,173
